Y_bit,Y_bit_pct,Y_bit_pct_grp,mean_test_score_p,mean_test_score_e,roc_avg,fp_groups,Y_bit_description,ms_diff
54,0.0732683982683982,1.0,0.614782401449068,0.6374693968344762,0.6261258991417722,Aromatic Hydrophobe,Aromatic Hydrophobe |0 4|4 0|,0.022686995385408193
5856,0.068538961038961,1.0,0.6235120059928733,0.6287365362811792,0.6261242711370263,Aromatic Hydrophobe LumpedHydrophobe,Aromatic Hydrophobe LumpedHydrophobe |0 1 1|1 0 3|1 3 0|,0.00522453028830594
133,0.0964718614718614,1.0,0.6257373077171313,0.6259964311469454,0.6258668694320384,LumpedHydrophobe LumpedHydrophobe,LumpedHydrophobe LumpedHydrophobe |0 3|3 0|,0.00025912342981404546
3187,0.0548268398268398,1.0,0.6232795828749788,0.6264148175972382,0.6248472002361085,Acceptor LumpedHydrophobe LumpedHydrophobe,Acceptor LumpedHydrophobe LumpedHydrophobe |0 3 0|3 0 3|0 3 0|,0.0031352347222594057
9911,0.0681060606060606,1.0,0.619545403870985,0.6288834228531873,0.6242144133620862,Hydrophobe Hydrophobe LumpedHydrophobe,Hydrophobe Hydrophobe LumpedHydrophobe |0 0 3|0 0 2|3 2 0|,0.009338018982202323
5790,0.1000324675324675,1.0,0.6227315286224158,0.6231900362354285,0.622960782428922,Aromatic Hydrophobe Hydrophobe,Aromatic Hydrophobe Hydrophobe |0 3 1|3 0 2|1 2 0|,0.00045850761301269305
1406,0.0543614718614718,1.0,0.6253300812124343,0.618514064592496,0.6219220729024652,Acceptor Aromatic Hydrophobe,Acceptor Aromatic Hydrophobe |0 4 1|4 0 3|1 3 0|,-0.006816016619938248
56,0.5037554112554112,5.0,0.6152356393604882,0.6271546908457893,0.6211951651031388,Aromatic LumpedHydrophobe,Aromatic LumpedHydrophobe |0 1|1 0|,0.011919051485301146
4324,0.0532683982683982,1.0,0.6185095918479828,0.6224783506625297,0.6204939712552562,Aromatic Aromatic Aromatic,Aromatic Aromatic Aromatic |0 3 2|3 0 0|2 0 0|,0.0039687588145468355
109,0.0728138528138528,1.0,0.6129027219521548,0.627345225652429,0.6201239738022919,Hydrophobe Hydrophobe,Hydrophobe Hydrophobe |0 4|4 0|,0.014442503700274223
6303,0.0947727272727272,1.0,0.6143657608330007,0.6248965254789615,0.6196311431559811,Aromatic LumpedHydrophobe LumpedHydrophobe,Aromatic LumpedHydrophobe LumpedHydrophobe |0 1 0|1 0 2|0 2 0|,0.01053076464596081
3168,0.0714502164502164,1.0,0.6124518945764129,0.6266345148227561,0.6195432046995846,Acceptor LumpedHydrophobe LumpedHydrophobe,Acceptor LumpedHydrophobe LumpedHydrophobe |0 2 1|2 0 3|1 3 0|,0.014182620246343203
4493,0.061060606060606,1.0,0.6159335378031815,0.6219317652580955,0.6189326515306385,Aromatic Aromatic Hydrophobe,Aromatic Aromatic Hydrophobe |0 1 0|1 0 0|0 0 0|,0.0059982274549139625
41,0.5218073593073593,5.0,0.6147419719516427,0.6229691479508194,0.6188555599512311,Aromatic Aromatic,Aromatic Aromatic |0 1|1 0|,0.008227175999176661
9862,0.1246428571428571,1.0,0.6050628686252191,0.6320884968987912,0.6185756827620051,Hydrophobe Hydrophobe Hydrophobe,Hydrophobe Hydrophobe Hydrophobe |0 3 2|3 0 1|2 1 0|,0.027025628273572133
9912,0.0592748917748917,1.0,0.6332174641698163,0.6033514938666809,0.6182844790182486,Hydrophobe Hydrophobe LumpedHydrophobe,Hydrophobe Hydrophobe LumpedHydrophobe |0 0 3|0 0 3|3 3 0|,-0.029865970303135425
132,0.2008982683982684,2.0,0.611112429924833,0.6253724989357173,0.6182424644302751,LumpedHydrophobe LumpedHydrophobe,LumpedHydrophobe LumpedHydrophobe |0 2|2 0|,0.01426006901088439
5875,0.078538961038961,1.0,0.6154542869179312,0.6204028740283147,0.6179285804731229,Aromatic Hydrophobe LumpedHydrophobe,Aromatic Hydrophobe LumpedHydrophobe |0 2 0|2 0 3|0 3 0|,0.004948587110383484
2758,0.0761688311688311,1.0,0.6265943969610636,0.6084447293447293,0.6175195631528965,Acceptor Hydrophobe LumpedHydrophobe,Acceptor Hydrophobe LumpedHydrophobe |0 4 0|4 0 3|0 3 0|,-0.018149667616334297
131,0.2396753246753246,2.0,0.6144934425854858,0.6204921530172326,0.6174927978013591,LumpedHydrophobe LumpedHydrophobe,LumpedHydrophobe LumpedHydrophobe |0 1|1 0|,0.005998710431746823
1437,0.0717099567099567,1.0,0.6181200048658783,0.6165498351002624,0.6173349199830703,Acceptor Aromatic LumpedHydrophobe,Acceptor Aromatic LumpedHydrophobe |0 0 3|0 0 3|3 3 0|,-0.0015701697656158586
1396,0.0502164502164502,1.0,0.6049480861094212,0.6290999228524654,0.6170240044809433,Acceptor Aromatic Hydrophobe,Acceptor Aromatic Hydrophobe |0 3 4|3 0 0|4 0 0|,0.02415183674304422
4595,0.1154761904761904,1.0,0.6220893527297601,0.6109456445067377,0.6165174986182489,Aromatic Aromatic LumpedHydrophobe,Aromatic Aromatic LumpedHydrophobe |0 0 2|0 0 1|2 1 0|,-0.011143708223022353
2356,0.0604978354978354,1.0,0.6138582061333836,0.6186377170981817,0.6162479616157827,Acceptor Donor PosIonizable,Acceptor Donor PosIonizable |0 1 2|1 0 1|2 1 0|,0.004779510964798117
5793,0.0939177489177489,1.0,0.6170061728395061,0.6152290702160494,0.6161176215277777,Aromatic Hydrophobe Hydrophobe,Aromatic Hydrophobe Hydrophobe |0 3 2|3 0 0|2 0 0|,-0.00177710262345665
9933,0.0877380952380952,1.0,0.614823948059661,0.6156568654059174,0.6152404067327892,Hydrophobe Hydrophobe LumpedHydrophobe,Hydrophobe Hydrophobe LumpedHydrophobe |0 1 3|1 0 2|3 2 0|,0.0008329173462563455
5865,0.0591991341991341,1.0,0.6160370824148755,0.6143451689674118,0.6151911256911436,Aromatic Hydrophobe LumpedHydrophobe,Aromatic Hydrophobe LumpedHydrophobe |0 1 3|1 0 2|3 2 0|,-0.0016919134474637776
9901,0.0771861471861471,1.0,0.5898366953054452,0.6383300914550915,0.6140833933802683,Hydrophobe Hydrophobe LumpedHydrophobe,Hydrophobe Hydrophobe LumpedHydrophobe |0 0 1|0 0 0|1 0 0|,0.048493396149646206
5165,0.0628571428571428,1.0,0.6252290366341167,0.6021945404924918,0.6137117885633042,Aromatic Donor Hydrophobe,Aromatic Donor Hydrophobe |0 0 3|0 0 2|3 2 0|,-0.023034496141624894
2920,0.0581277056277056,1.0,0.6018223151038755,0.625191912416041,0.6135071137599583,Acceptor Hydrophobe PosIonizable,Acceptor Hydrophobe PosIonizable |0 1 2|1 0 0|2 0 0|,0.02336959731216548
4267,0.0579329004329004,1.0,0.613723578376356,0.6129394640852974,0.6133315212308268,Aromatic Aromatic Aromatic,Aromatic Aromatic Aromatic |0 1 0|1 0 0|0 0 0|,-0.0007841142910586241
4551,0.0656601731601731,1.0,0.6177052820784756,0.6088385003945936,0.6132718912365347,Aromatic Aromatic Hydrophobe,Aromatic Aromatic Hydrophobe |0 3 2|3 0 1|2 1 0|,-0.008866781683881997
2901,0.0514393939393939,1.0,0.6170167845181705,0.6091827557474897,0.6130997701328301,Acceptor Hydrophobe PosIonizable,Acceptor Hydrophobe PosIonizable |0 0 2|0 0 2|2 2 0|,-0.007834028770680845
9866,0.0867532467532467,1.0,0.6113471140322039,0.6145768143847214,0.6129619642084627,Hydrophobe Hydrophobe Hydrophobe,Hydrophobe Hydrophobe Hydrophobe |0 3 3|3 0 0|3 0 0|,0.0032297003525175727
113,0.2321212121212121,2.0,0.620132498911125,0.605537665910185,0.612835082410655,Hydrophobe LumpedHydrophobe,Hydrophobe LumpedHydrophobe |0 3|3 0|,-0.01459483300094
5798,0.0741991341991342,1.0,0.6237571077021384,0.6017358649236764,0.6127464863129074,Aromatic Hydrophobe Hydrophobe,Aromatic Hydrophobe Hydrophobe |0 3 3|3 0 0|3 0 0|,-0.02202124277846207
122,0.1271645021645021,1.0,0.6106156646360328,0.6147217517872751,0.612668708211654,Hydrophobe PosIonizable,Hydrophobe PosIonizable |0 2|2 0|,0.004106087151242277
130,0.1013203463203463,1.0,0.5998751619904182,0.6250450516316174,0.6124601068110178,LumpedHydrophobe LumpedHydrophobe,LumpedHydrophobe LumpedHydrophobe |0 0|0 0|,0.02516988964119915
5274,0.0799350649350649,1.0,0.6069711030704306,0.6174190275108504,0.6121950652906405,Aromatic Donor LumpedHydrophobe,Aromatic Donor LumpedHydrophobe |0 0 2|0 0 2|2 2 0|,0.010447924440419865
32,0.1641341991341991,2.0,0.6028777270852756,0.6212061034245208,0.6120419152548982,Acceptor PosIonizable,Acceptor PosIonizable |0 2|2 0|,0.01832837633924511
