,Y_bit,param_C,param_solver,Y_bit_pct,mean_test_score,precision,accuracy,recall,f1,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,random_seed
382,382,0.025,lbfgs,0.32716450216450216,0.5759457314507235,0.5654761904761905,0.670079365079365,0.02273271117492223,0.04370830457786979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
383,383,0.025,lbfgs,0.12864718614718615,0.6003258492395673,0.2608695652173913,0.8712698412698413,0.0037243947858473,0.007343941248470012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
387,387,0.025,lbfgs,0.1054978354978355,0.6062243691295504,0.2631578947368421,0.8980952380952381,0.00392156862745098,0.0077279752704791345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
390,390,0.025,lbfgs,0.14075757575757575,0.6040725107036082,0.43243243243243246,0.8586507936507937,0.009009009009009009,0.01765030336458908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
417,417,0.025,lbfgs,0.10218614718614719,0.5469778610736864,0.0,0.8993650793650794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
421,421,0.025,lbfgs,0.2524891774891775,0.5511159150079785,0.6458333333333334,0.7511111111111111,0.009841269841269842,0.01938711694809256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
422,422,0.025,lbfgs,0.12722943722943722,0.557402437178689,0.0,0.8802380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
423,423,0.025,lbfgs,0.19156926406926406,0.5487374543357332,0.0,0.8181746031746032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
425,425,0.025,lbfgs,0.1987121212121212,0.5501198996224825,0.21739130434782608,0.8077777777777778,0.0020755500207555004,0.0041118421052631585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
426,426,0.025,lbfgs,0.19446969696969696,0.5574910626924201,0.125,0.8021428571428572,0.0004020908725371934,0.0008016032064128255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
427,427,0.025,lbfgs,0.3776948051948052,0.5767866967868128,0.5261707988980716,0.626031746031746,0.040372014373282604,0.07499018453082057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
428,428,0.025,lbfgs,0.23437229437229437,0.5198409667402616,0.5,0.768095238095238,0.0006844626967830253,0.001367053998632946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
429,429,0.025,lbfgs,0.32227272727272727,0.5450229442302152,0.6228070175438597,0.6803174603174603,0.017504930966469427,0.03405275779376499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
430,430,0.025,lbfgs,0.4584415584415584,0.5547584748781024,0.5874213836477987,0.5476984126984127,0.07999314833847208,0.14081109603497666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
431,431,0.025,lbfgs,0.3945238095238095,0.5422278379800387,0.55,0.6226190476190476,0.034482758620689655,0.06489675516224189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
433,433,0.025,lbfgs,0.15084415584415584,0.5532820683762649,0.375,0.8557936507936508,0.001652892561983471,0.003291278113000548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
434,434,0.025,lbfgs,0.11708874458874459,0.5893112752478288,0.3333333333333333,0.8784920634920635,0.00065359477124183,0.001304631441617743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
435,435,0.025,lbfgs,0.2848917748917749,0.5910660964288451,0.5178571428571429,0.7221428571428572,0.02480752780153978,0.0473469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
437,437,0.025,lbfgs,0.13232683982683982,0.5654799810349653,0.3,0.8734920634920635,0.0018867924528301887,0.0037500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
438,438,0.025,lbfgs,0.25886363636363635,0.5820469962210738,0.46226415094339623,0.746984126984127,0.015408805031446541,0.02982349360925137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
439,439,0.025,lbfgs,0.24991341991341992,0.5669838324725127,0.625,0.7715873015873016,0.012102351313969572,0.0237449118046133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
464,464,0.025,lbfgs,0.15443722943722943,0.5623052463351758,0.38461538461538464,0.8376190476190476,0.0024473813020068525,0.0048638132295719845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
465,465,0.025,lbfgs,0.11273809523809523,0.5758458145162827,0.0,0.8861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
468,468,0.025,lbfgs,0.15405844155844156,0.6095960136707166,0.3333333333333333,0.8408730158730159,0.0035035035035035035,0.006934125804853889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
469,469,0.025,lbfgs,0.33345238095238094,0.5729567812660045,0.5567567567567567,0.659047619047619,0.023859161454713923,0.04575744113727233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
470,470,0.025,lbfgs,0.38576839826839826,0.5634022551490834,0.582010582010582,0.6111111111111112,0.04433696090286175,0.08239700374531835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
471,471,0.025,lbfgs,0.19804112554112555,0.5904397552755515,0.3793103448275862,0.7991269841269841,0.00874056416368693,0.0170873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
473,473,0.025,lbfgs,0.12345238095238095,0.5923704011616892,0.25,0.8794444444444445,0.0033134526176275677,0.006540222367560497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
475,475,0.025,lbfgs,0.25557359307359306,0.595014669225509,0.5203252032520326,0.7396825396825397,0.019482496194824964,0.03755868544600939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
477,477,0.025,lbfgs,0.14044372294372295,0.5893965724528384,0.4444444444444444,0.8541269841269842,0.004357298474945534,0.008629989212513485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
478,478,0.025,lbfgs,0.18984848484848485,0.5839796703053289,0.48717948717948717,0.8123015873015873,0.008037225042301184,0.015813566375364126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
479,479,0.025,lbfgs,0.14154761904761906,0.613731630703263,0.3448275862068966,0.8645238095238095,0.005889281507656066,0.011580775911986104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
509,509,0.025,lbfgs,0.10512987012987013,0.626979654732214,0.22727272727272727,0.8938095238095238,0.003770739064856712,0.00741839762611276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
595,595,0.025,lbfgs,0.1333008658008658,0.5665551282916189,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
598,598,0.025,lbfgs,0.28455627705627706,0.5705796618945844,0.5087719298245614,0.7136507936507936,0.008035466888334718,0.015821058374249863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
599,599,0.025,lbfgs,0.21833333333333332,0.5646621373426403,0.4482758620689655,0.7871428571428571,0.0048525569242254575,0.009601181683899557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
603,603,0.025,lbfgs,0.10457792207792208,0.5388937938590938,0.0,0.9042063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
606,606,0.025,lbfgs,0.18892857142857142,0.5514738152236144,0.24,0.813015873015873,0.002560819462227913,0.005067567567567568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
607,607,0.025,lbfgs,0.16446969696969696,0.5365378472901761,0.0,0.8377777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
633,633,0.025,lbfgs,0.10018398268398268,0.565059183682385,1.0,0.8972222222222223,0.0007716049382716049,0.0015420200462606013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
636,636,0.025,lbfgs,0.3317207792207792,0.5257620502012154,0.35555555555555557,0.6661111111111111,0.003814973772055317,0.007548950224109459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
637,637,0.025,lbfgs,0.42903679653679655,0.5442780973957211,0.5415549597855228,0.5693650793650794,0.037016675829210186,0.0692967409948542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
638,638,0.025,lbfgs,0.36948051948051946,0.5527996594670604,0.5277777777777778,0.6366666666666667,0.02483660130718954,0.04744069912609238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
639,639,0.025,lbfgs,0.2956060606060606,0.5555659776806943,0.38235294117647056,0.7133333333333334,0.010869565217391304,0.02113821138211382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
641,641,0.025,lbfgs,0.12714285714285714,0.582742786250697,0.2,0.8721428571428571,0.0006218905472636816,0.001239925604463732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
642,642,0.025,lbfgs,0.1448051948051948,0.5201668264913162,0.0,0.8546825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
643,643,0.025,lbfgs,0.34989177489177486,0.569490610267102,0.6622516556291391,0.6529365079365079,0.022614201718679332,0.04373496610540127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
645,645,0.025,lbfgs,0.2481926406926407,0.5845939822301214,0.4430379746835443,0.7507142857142857,0.011174968071519796,0.021800062285892246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
646,646,0.025,lbfgs,0.1924025974025974,0.5642139266565336,0.5185185185185185,0.8034126984126985,0.005649717514124294,0.011177644710578844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
647,647,0.025,lbfgs,0.30682900432900434,0.5519395759478412,0.5231788079470199,0.7012698412698413,0.020949350304958897,0.040285568587455384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
677,677,0.025,lbfgs,0.1757142857142857,0.6127821194321028,0.40384615384615385,0.8303968253968254,0.009873060648801129,0.0192748967416246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
679,679,0.025,lbfgs,0.13717532467532467,0.5945344144529472,0.46153846153846156,0.8707936507936508,0.007380073800738007,0.014527845036319612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
752,752,0.025,lbfgs,0.16474025974025974,0.5893853669036284,0.30303030303030304,0.8306349206349206,0.004714757190004715,0.009285051067780874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
756,756,0.025,lbfgs,0.1547077922077922,0.607862720294337,0.4358974358974359,0.841031746031746,0.00850850850850851,0.01669121256750123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
758,758,0.025,lbfgs,0.34885281385281386,0.5694775166660533,0.5689655172413793,0.6456349206349207,0.02935290193462308,0.05582575597377881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
759,759,0.025,lbfgs,0.12076839826839827,0.5985943944675639,0.15789473684210525,0.8742063492063492,0.0019083969465648854,0.003771213073538655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
763,763,0.025,lbfgs,0.2761904761904762,0.590449380184176,0.5112359550561798,0.7124603174603175,0.025089605734767026,0.047831800262812085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
766,766,0.025,lbfgs,0.18633116883116882,0.5953980994082715,0.35294117647058826,0.8106349206349206,0.005050505050505051,0.009958506224066391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
767,767,0.025,lbfgs,0.14387445887445888,0.609879774027392,0.30303030303030304,0.8551587301587301,0.005518763796909493,0.010840108401084013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
797,797,0.025,lbfgs,0.12771645021645023,0.6203026541676159,0.3448275862068966,0.8661904761904762,0.005963029218843173,0.01172332942555686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,6666
