Metadata_Compound_Source,Metadata_JCP2022
source_15,JCP2022_103142
source_15,JCP2022_103146
source_15,JCP2022_103148
source_15,JCP2022_103160
source_15,JCP2022_103188
source_15,JCP2022_103192
source_15,JCP2022_103197
source_15,JCP2022_103208
source_15,JCP2022_103209
source_15,JCP2022_103210
source_15,JCP2022_103214
source_15,JCP2022_103222
source_15,JCP2022_103225
source_15,JCP2022_103238
source_15,JCP2022_103239
source_15,JCP2022_103246
source_15,JCP2022_103260
source_15,JCP2022_103302
source_15,JCP2022_103307
source_15,JCP2022_103315
source_15,JCP2022_103317
source_15,JCP2022_103318
source_15,JCP2022_103321
source_15,JCP2022_103359
source_15,JCP2022_103363
source_15,JCP2022_103367
source_15,JCP2022_103368
source_15,JCP2022_103380
source_15,JCP2022_103383
source_15,JCP2022_103400
source_15,JCP2022_103411
source_15,JCP2022_103434
source_15,JCP2022_103448
source_15,JCP2022_103482
source_15,JCP2022_103496
source_15,JCP2022_103498
source_15,JCP2022_103500
source_15,JCP2022_103506
source_15,JCP2022_103512
source_15,JCP2022_103513
source_15,JCP2022_103520
source_15,JCP2022_103521
source_15,JCP2022_103535
source_15,JCP2022_103542
source_15,JCP2022_103547
source_15,JCP2022_103561
source_15,JCP2022_103567
source_15,JCP2022_103578
source_15,JCP2022_103581
source_15,JCP2022_103589
source_15,JCP2022_103601
source_15,JCP2022_103625
source_15,JCP2022_103640
source_15,JCP2022_103670
source_15,JCP2022_103671
source_15,JCP2022_103681
source_15,JCP2022_103685
source_15,JCP2022_103692
source_15,JCP2022_103697
source_15,JCP2022_103701
source_15,JCP2022_103704
source_15,JCP2022_103708
source_15,JCP2022_103709
source_15,JCP2022_103710
source_15,JCP2022_103716
source_15,JCP2022_103718
source_15,JCP2022_103721
source_15,JCP2022_103738
source_15,JCP2022_103739
source_15,JCP2022_103741
source_15,JCP2022_103750
source_15,JCP2022_103776
source_15,JCP2022_103783
source_15,JCP2022_103784
source_15,JCP2022_103797
source_15,JCP2022_103812
source_15,JCP2022_103823
source_15,JCP2022_103834
source_15,JCP2022_103845
source_15,JCP2022_103849
source_15,JCP2022_103854
source_15,JCP2022_103867
source_15,JCP2022_103876
source_15,JCP2022_103877
source_15,JCP2022_103884
source_15,JCP2022_103892
source_15,JCP2022_103894
source_15,JCP2022_103914
source_15,JCP2022_103936
source_15,JCP2022_103942
source_15,JCP2022_103944
source_15,JCP2022_103957
source_15,JCP2022_103958
source_15,JCP2022_103962
source_15,JCP2022_103967
source_15,JCP2022_103976
source_15,JCP2022_103977
source_15,JCP2022_103988
source_15,JCP2022_103994
source_15,JCP2022_103999
source_15,JCP2022_104005
source_15,JCP2022_104040
source_15,JCP2022_104043
source_15,JCP2022_104058
source_15,JCP2022_104064
source_15,JCP2022_104072
source_15,JCP2022_104080
source_15,JCP2022_104085
source_15,JCP2022_104116
source_15,JCP2022_104125
source_15,JCP2022_104133
source_15,JCP2022_104162
source_15,JCP2022_104163
source_15,JCP2022_104171
source_15,JCP2022_104181
source_15,JCP2022_104191
source_15,JCP2022_104195
source_15,JCP2022_104196
source_15,JCP2022_104206
source_15,JCP2022_104211
source_15,JCP2022_104222
source_15,JCP2022_104244
source_15,JCP2022_104247
source_15,JCP2022_104250
source_15,JCP2022_104258
source_15,JCP2022_104262
source_15,JCP2022_104272
source_15,JCP2022_104274
source_15,JCP2022_104276
source_15,JCP2022_104278
source_15,JCP2022_104287
source_15,JCP2022_104291
source_15,JCP2022_104300
source_15,JCP2022_104302
source_15,JCP2022_104323
source_15,JCP2022_104327
source_15,JCP2022_104338
source_15,JCP2022_104356
source_15,JCP2022_104378
source_15,JCP2022_104388
source_15,JCP2022_104395
source_15,JCP2022_104431
source_15,JCP2022_104439
source_15,JCP2022_104441
source_15,JCP2022_104455
source_15,JCP2022_104460
source_15,JCP2022_104473
source_15,JCP2022_104489
source_15,JCP2022_104509
source_15,JCP2022_104519
source_15,JCP2022_104527
source_15,JCP2022_104530
source_15,JCP2022_104539
source_15,JCP2022_104563
source_15,JCP2022_104568
source_15,JCP2022_104587
source_15,JCP2022_104593
source_15,JCP2022_104609
source_15,JCP2022_104614
source_15,JCP2022_104621
source_15,JCP2022_104625
source_15,JCP2022_104635
source_15,JCP2022_104658
source_15,JCP2022_104672
source_15,JCP2022_104680
source_15,JCP2022_104693
source_15,JCP2022_104702
source_15,JCP2022_104709
source_15,JCP2022_104711
source_15,JCP2022_104715
source_15,JCP2022_104731
source_15,JCP2022_104743
source_15,JCP2022_104757
source_15,JCP2022_104758
source_15,JCP2022_104765
source_15,JCP2022_104767
source_15,JCP2022_104774
source_15,JCP2022_104779
source_15,JCP2022_104789
source_15,JCP2022_104801
source_15,JCP2022_104807
source_15,JCP2022_104814
source_15,JCP2022_104841
source_15,JCP2022_104846
source_15,JCP2022_104885
source_15,JCP2022_104887
source_15,JCP2022_104913
source_15,JCP2022_104919
source_15,JCP2022_104934
source_15,JCP2022_104940
source_15,JCP2022_104944
source_15,JCP2022_104951
source_15,JCP2022_104978
source_15,JCP2022_104979
source_15,JCP2022_104986
source_15,JCP2022_104987
source_15,JCP2022_104998
source_15,JCP2022_105012
source_15,JCP2022_105066
source_15,JCP2022_105083
source_15,JCP2022_105084
source_15,JCP2022_105100
source_15,JCP2022_105137
source_15,JCP2022_105138
source_15,JCP2022_105163
source_15,JCP2022_105175
source_15,JCP2022_105190
source_15,JCP2022_105198
source_15,JCP2022_105199
source_15,JCP2022_105203
source_15,JCP2022_105212
source_15,JCP2022_105214
source_15,JCP2022_105229
source_15,JCP2022_105246
source_15,JCP2022_105248
source_15,JCP2022_105259
source_15,JCP2022_105269
source_15,JCP2022_105289
source_15,JCP2022_105297
source_15,JCP2022_105307
source_15,JCP2022_105309
source_15,JCP2022_105314
source_15,JCP2022_105323
source_15,JCP2022_105374
source_15,JCP2022_105391
source_15,JCP2022_105428
source_15,JCP2022_105438
source_15,JCP2022_105449
source_15,JCP2022_105451
source_15,JCP2022_105462
source_15,JCP2022_105465
source_15,JCP2022_105472
source_15,JCP2022_105473
source_15,JCP2022_105478
source_15,JCP2022_105487
source_15,JCP2022_105493
source_15,JCP2022_105505
source_15,JCP2022_105516
source_15,JCP2022_105521
source_15,JCP2022_105529
source_15,JCP2022_105543
source_15,JCP2022_105549
source_15,JCP2022_105554
source_15,JCP2022_105556
source_15,JCP2022_105557
source_15,JCP2022_105572
source_15,JCP2022_105578
source_15,JCP2022_105605
source_15,JCP2022_105608
source_15,JCP2022_105619
source_15,JCP2022_105637
source_15,JCP2022_105641
source_15,JCP2022_105647
source_15,JCP2022_105658
source_15,JCP2022_105689
source_15,JCP2022_105716
source_15,JCP2022_105717
source_15,JCP2022_105724
source_15,JCP2022_105737
source_15,JCP2022_105742
source_15,JCP2022_105765
source_15,JCP2022_105769
source_15,JCP2022_105772
source_15,JCP2022_105777
source_15,JCP2022_105808
source_15,JCP2022_105823
source_15,JCP2022_105837
source_15,JCP2022_105852
source_15,JCP2022_105859
source_15,JCP2022_105865
source_15,JCP2022_105893
source_15,JCP2022_105898
source_15,JCP2022_105902
source_15,JCP2022_105905
source_15,JCP2022_105914
source_15,JCP2022_105929
source_15,JCP2022_105939
source_15,JCP2022_105944
source_15,JCP2022_105950
source_15,JCP2022_105963
source_15,JCP2022_105965
source_15,JCP2022_105966
source_15,JCP2022_105969
source_15,JCP2022_105980
source_15,JCP2022_105990
source_15,JCP2022_106005
source_15,JCP2022_106007
source_15,JCP2022_106017
source_15,JCP2022_106019
source_15,JCP2022_106021
source_15,JCP2022_106040
source_15,JCP2022_106072
source_15,JCP2022_106084
source_15,JCP2022_106093
source_15,JCP2022_106097
source_15,JCP2022_106107
source_15,JCP2022_106115
source_15,JCP2022_106121
source_15,JCP2022_106152
source_15,JCP2022_106155
source_15,JCP2022_106191
source_15,JCP2022_106193
source_15,JCP2022_106197
source_15,JCP2022_106203
source_15,JCP2022_106226
source_15,JCP2022_106252
source_15,JCP2022_106258
source_15,JCP2022_106285
source_15,JCP2022_106287
source_15,JCP2022_106291
source_15,JCP2022_106293
source_15,JCP2022_106296
source_15,JCP2022_106299
source_15,JCP2022_106300
source_15,JCP2022_106304
source_15,JCP2022_106320
source_15,JCP2022_106321
source_15,JCP2022_106326
source_15,JCP2022_106333
source_15,JCP2022_106345
source_15,JCP2022_106346
source_15,JCP2022_106350
source_15,JCP2022_106363
source_15,JCP2022_106373
source_15,JCP2022_106380
source_15,JCP2022_106381
source_15,JCP2022_106390
source_15,JCP2022_106395
source_15,JCP2022_106401
source_15,JCP2022_106409
source_15,JCP2022_106436
source_15,JCP2022_106438
source_15,JCP2022_106456
source_15,JCP2022_106458
source_15,JCP2022_106464
source_15,JCP2022_106471
source_15,JCP2022_106473
source_15,JCP2022_106487
source_15,JCP2022_106499
source_15,JCP2022_106502
source_15,JCP2022_106509
source_15,JCP2022_106511
source_15,JCP2022_106520
source_15,JCP2022_106534
source_15,JCP2022_106536
source_15,JCP2022_106539
source_15,JCP2022_106546
source_15,JCP2022_106550
source_15,JCP2022_106559
source_15,JCP2022_106586
source_15,JCP2022_106596
source_15,JCP2022_106598
source_15,JCP2022_106605
source_15,JCP2022_106621
source_15,JCP2022_106630
source_15,JCP2022_106642
source_15,JCP2022_106651
source_15,JCP2022_106658
source_15,JCP2022_106659
source_15,JCP2022_106663
source_15,JCP2022_106669
source_15,JCP2022_106675
source_15,JCP2022_106687
source_15,JCP2022_106692
source_15,JCP2022_106695
source_15,JCP2022_106710
source_15,JCP2022_106717
source_15,JCP2022_106718
source_15,JCP2022_106726
source_15,JCP2022_106743
source_15,JCP2022_106779
source_15,JCP2022_106794
source_15,JCP2022_106795
source_15,JCP2022_106801
source_15,JCP2022_106813
source_15,JCP2022_106814
source_15,JCP2022_106829
source_15,JCP2022_106853
source_15,JCP2022_106869
source_15,JCP2022_106870
source_15,JCP2022_106871
source_15,JCP2022_106875
source_15,JCP2022_106887
source_15,JCP2022_106897
source_15,JCP2022_106900
source_15,JCP2022_106924
source_15,JCP2022_106931
source_15,JCP2022_106940
source_15,JCP2022_106941
source_15,JCP2022_106944
source_15,JCP2022_106953
source_15,JCP2022_106969
source_15,JCP2022_106976
source_15,JCP2022_106981
source_15,JCP2022_106983
source_15,JCP2022_107031
source_15,JCP2022_107034
source_15,JCP2022_107035
source_15,JCP2022_107041
source_15,JCP2022_107054
source_15,JCP2022_107078
source_15,JCP2022_107081
source_15,JCP2022_107082
source_15,JCP2022_107101
source_15,JCP2022_107107
source_15,JCP2022_107110
source_15,JCP2022_107112
source_15,JCP2022_107115
source_15,JCP2022_107145
source_15,JCP2022_107149
source_15,JCP2022_107151
source_15,JCP2022_107152
source_15,JCP2022_107164
source_15,JCP2022_107167
source_15,JCP2022_107211
source_15,JCP2022_107214
source_15,JCP2022_107215
source_15,JCP2022_107224
source_15,JCP2022_107238
source_15,JCP2022_107258
source_15,JCP2022_107260
source_15,JCP2022_107261
source_15,JCP2022_107265
source_15,JCP2022_107271
source_15,JCP2022_107276
source_15,JCP2022_107277
source_15,JCP2022_107305
source_15,JCP2022_107307
source_15,JCP2022_107309
source_15,JCP2022_107344
source_15,JCP2022_107345
source_15,JCP2022_107371
source_15,JCP2022_107376
source_15,JCP2022_107387
source_15,JCP2022_107401
source_15,JCP2022_107402
source_15,JCP2022_107435
source_15,JCP2022_107451
source_15,JCP2022_107462
source_15,JCP2022_107470
source_15,JCP2022_107474
source_15,JCP2022_107479
source_15,JCP2022_107488
source_15,JCP2022_107499
source_15,JCP2022_107501
source_15,JCP2022_107512
source_15,JCP2022_107514
source_15,JCP2022_107515
source_15,JCP2022_107516
source_15,JCP2022_107522
source_15,JCP2022_107551
source_15,JCP2022_107555
source_15,JCP2022_107569
source_15,JCP2022_107604
source_15,JCP2022_107607
source_15,JCP2022_107627
source_15,JCP2022_107635
source_15,JCP2022_107649
source_15,JCP2022_107654
source_15,JCP2022_107665
source_15,JCP2022_107678
source_15,JCP2022_107701
source_15,JCP2022_107702
source_15,JCP2022_107706
source_15,JCP2022_107707
source_15,JCP2022_107708
source_15,JCP2022_107727
source_15,JCP2022_107739
source_15,JCP2022_107757
source_15,JCP2022_107762
source_15,JCP2022_107773
source_15,JCP2022_107775
source_15,JCP2022_107781
source_15,JCP2022_107786
source_15,JCP2022_107791
source_15,JCP2022_107792
source_15,JCP2022_107794
source_15,JCP2022_107809
source_15,JCP2022_107812
source_15,JCP2022_107820
source_15,JCP2022_107855
source_15,JCP2022_107865
source_15,JCP2022_107872
source_15,JCP2022_107874
source_15,JCP2022_107896
source_15,JCP2022_107910
source_15,JCP2022_107915
source_15,JCP2022_107932
source_15,JCP2022_107943
source_15,JCP2022_107949
source_15,JCP2022_107956
source_15,JCP2022_107960
source_15,JCP2022_107978
source_15,JCP2022_107984
source_15,JCP2022_107992
source_15,JCP2022_108006
source_15,JCP2022_108022
source_15,JCP2022_108034
source_15,JCP2022_108039
source_15,JCP2022_108046
source_15,JCP2022_108047
source_15,JCP2022_108049
source_15,JCP2022_108089
source_15,JCP2022_108124
source_15,JCP2022_108144
source_15,JCP2022_108145
source_15,JCP2022_108149
source_15,JCP2022_108157
source_15,JCP2022_108176
source_15,JCP2022_108186
source_15,JCP2022_108201
source_15,JCP2022_108205
source_15,JCP2022_108206
source_15,JCP2022_108231
source_15,JCP2022_108234
source_15,JCP2022_108240
source_15,JCP2022_108254
source_15,JCP2022_108258
source_15,JCP2022_108270
source_15,JCP2022_108272
source_15,JCP2022_108287
source_15,JCP2022_108297
source_15,JCP2022_108305
source_15,JCP2022_108309
source_15,JCP2022_108310
source_15,JCP2022_108323
source_15,JCP2022_108325
source_15,JCP2022_108332
source_15,JCP2022_108337
source_15,JCP2022_108347
source_15,JCP2022_108349
source_15,JCP2022_108351
source_15,JCP2022_108367
source_15,JCP2022_108397
source_15,JCP2022_108399
source_15,JCP2022_108425
source_15,JCP2022_108427
source_15,JCP2022_108434
source_15,JCP2022_108445
source_15,JCP2022_108448
source_15,JCP2022_108453
source_15,JCP2022_108454
source_15,JCP2022_108464
source_15,JCP2022_108471
source_15,JCP2022_108478
source_15,JCP2022_108500
source_15,JCP2022_108502
source_15,JCP2022_108506
source_15,JCP2022_108509
source_15,JCP2022_108518
source_15,JCP2022_108519
source_15,JCP2022_108532
source_15,JCP2022_108556
source_15,JCP2022_108564
source_15,JCP2022_108574
source_15,JCP2022_108576
source_15,JCP2022_108588
source_15,JCP2022_108595
source_15,JCP2022_108597
source_15,JCP2022_108608
source_15,JCP2022_108617
source_15,JCP2022_108625
source_15,JCP2022_108630
source_15,JCP2022_108649
source_15,JCP2022_108659
source_15,JCP2022_108661
source_15,JCP2022_108666
source_15,JCP2022_108667
source_15,JCP2022_108674
source_15,JCP2022_108680
source_15,JCP2022_108693
source_15,JCP2022_108701
source_15,JCP2022_108703
source_15,JCP2022_108708
source_15,JCP2022_108709
source_15,JCP2022_108726
source_15,JCP2022_108742
source_15,JCP2022_108744
source_15,JCP2022_108745
source_15,JCP2022_108766
source_15,JCP2022_108774
source_15,JCP2022_108776
source_15,JCP2022_108784
source_15,JCP2022_108800
source_15,JCP2022_108803
source_15,JCP2022_108809
source_15,JCP2022_108814
source_15,JCP2022_108818
source_15,JCP2022_108821
source_15,JCP2022_108824
source_15,JCP2022_108859
source_15,JCP2022_108868
source_15,JCP2022_108875
source_15,JCP2022_108878
source_15,JCP2022_108879
source_15,JCP2022_108884
source_15,JCP2022_108886
source_15,JCP2022_108899
source_15,JCP2022_108910
source_15,JCP2022_108922
source_15,JCP2022_108926
source_15,JCP2022_108930
source_15,JCP2022_108936
source_15,JCP2022_108961
source_15,JCP2022_108964
source_15,JCP2022_108975
source_15,JCP2022_108977
source_15,JCP2022_108994
source_15,JCP2022_109017
source_15,JCP2022_109026
source_15,JCP2022_109038
source_15,JCP2022_109048
source_15,JCP2022_109058
source_15,JCP2022_109063
source_15,JCP2022_109065
source_15,JCP2022_109079
source_15,JCP2022_109099
source_15,JCP2022_109105
source_15,JCP2022_109106
source_15,JCP2022_109114
source_15,JCP2022_109118
source_15,JCP2022_109127
source_15,JCP2022_109136
source_15,JCP2022_109147
source_15,JCP2022_109150
source_15,JCP2022_109173
source_15,JCP2022_109196
source_15,JCP2022_109200
source_15,JCP2022_109211
source_15,JCP2022_109223
source_15,JCP2022_109226
source_15,JCP2022_109229
source_15,JCP2022_109246
source_15,JCP2022_109255
source_15,JCP2022_109260
source_15,JCP2022_109263
source_15,JCP2022_109267
source_15,JCP2022_109280
source_15,JCP2022_109284
source_15,JCP2022_109286
source_15,JCP2022_109295
source_15,JCP2022_109302
source_15,JCP2022_109311
source_15,JCP2022_109319
source_15,JCP2022_109329
source_15,JCP2022_109337
source_15,JCP2022_109347
source_15,JCP2022_109359
source_15,JCP2022_109406
source_15,JCP2022_109438
source_15,JCP2022_109440
source_15,JCP2022_109441
source_15,JCP2022_109448
source_15,JCP2022_109458
source_15,JCP2022_109460
source_15,JCP2022_109474
source_15,JCP2022_109476
source_15,JCP2022_109479
source_15,JCP2022_109481
source_15,JCP2022_109485
source_15,JCP2022_109486
source_15,JCP2022_109489
source_15,JCP2022_109505
source_15,JCP2022_109514
source_15,JCP2022_109525
source_15,JCP2022_109530
source_15,JCP2022_109536
source_15,JCP2022_109538
source_15,JCP2022_109555
source_15,JCP2022_109558
source_15,JCP2022_109559
source_15,JCP2022_109560
source_15,JCP2022_109569
source_15,JCP2022_109576
source_15,JCP2022_109589
source_15,JCP2022_109597
source_15,JCP2022_109599
source_15,JCP2022_109606
source_15,JCP2022_109618
source_15,JCP2022_109619
source_15,JCP2022_109620
source_15,JCP2022_109632
source_15,JCP2022_109635
source_15,JCP2022_109641
source_15,JCP2022_109649
source_15,JCP2022_109681
source_15,JCP2022_109688
source_15,JCP2022_109707
source_15,JCP2022_109710
source_15,JCP2022_109711
source_15,JCP2022_109721
source_15,JCP2022_109723
source_15,JCP2022_109742
source_15,JCP2022_109759
source_15,JCP2022_109762
source_15,JCP2022_109780
source_15,JCP2022_109792
source_15,JCP2022_109804
source_15,JCP2022_109807
source_15,JCP2022_109810
source_15,JCP2022_109816
source_15,JCP2022_109824
source_15,JCP2022_109826
source_15,JCP2022_109851
source_15,JCP2022_109856
source_15,JCP2022_109864
source_15,JCP2022_109869
source_15,JCP2022_109876
source_15,JCP2022_109878
source_15,JCP2022_109880
source_15,JCP2022_109881
source_15,JCP2022_109890
source_15,JCP2022_109894
source_15,JCP2022_109912
source_15,JCP2022_109930
source_15,JCP2022_109938
source_15,JCP2022_109944
source_15,JCP2022_109957
source_15,JCP2022_109971
source_15,JCP2022_109976
source_15,JCP2022_109982
source_15,JCP2022_109989
source_15,JCP2022_109999
source_15,JCP2022_110005
source_15,JCP2022_110014
source_15,JCP2022_110042
source_15,JCP2022_110046
source_15,JCP2022_110049
source_15,JCP2022_110059
source_15,JCP2022_110067
source_15,JCP2022_110078
source_15,JCP2022_110091
source_15,JCP2022_110097
source_15,JCP2022_110099
source_15,JCP2022_110103
source_15,JCP2022_110108
source_15,JCP2022_110109
source_15,JCP2022_110116
source_15,JCP2022_110127
source_15,JCP2022_110128
source_15,JCP2022_110129
source_15,JCP2022_110138
source_15,JCP2022_110142
source_15,JCP2022_110146
source_15,JCP2022_110148
source_15,JCP2022_110151
source_15,JCP2022_110165
source_15,JCP2022_110167
source_15,JCP2022_110176
source_15,JCP2022_110186
source_15,JCP2022_110191
source_15,JCP2022_110198
source_15,JCP2022_110199
source_15,JCP2022_110202
source_15,JCP2022_110208
source_15,JCP2022_110236
source_15,JCP2022_110240
source_15,JCP2022_110259
source_15,JCP2022_110266
source_15,JCP2022_110270
source_15,JCP2022_110275
source_15,JCP2022_110277
source_15,JCP2022_110291
source_15,JCP2022_110292
source_15,JCP2022_110306
source_15,JCP2022_110318
source_15,JCP2022_110328
source_15,JCP2022_110329
source_15,JCP2022_110331
source_15,JCP2022_110338
source_15,JCP2022_110339
source_15,JCP2022_110368
source_15,JCP2022_110378
source_15,JCP2022_110383
source_15,JCP2022_110387
source_15,JCP2022_110389
source_15,JCP2022_110413
source_15,JCP2022_110417
source_15,JCP2022_110436
source_15,JCP2022_110442
source_15,JCP2022_110446
source_15,JCP2022_110452
source_15,JCP2022_110472
source_15,JCP2022_110475
source_15,JCP2022_110489
source_15,JCP2022_110491
source_15,JCP2022_110493
source_15,JCP2022_110496
source_15,JCP2022_110499
source_15,JCP2022_110527
source_15,JCP2022_110530
source_15,JCP2022_110534
source_15,JCP2022_110535
source_15,JCP2022_110544
source_15,JCP2022_110556
source_15,JCP2022_110571
source_15,JCP2022_110583
source_15,JCP2022_110596
source_15,JCP2022_110598
source_15,JCP2022_110601
source_15,JCP2022_110604
source_15,JCP2022_110606
source_15,JCP2022_110615
source_15,JCP2022_110619
source_15,JCP2022_110632
source_15,JCP2022_110652
source_15,JCP2022_110687
source_15,JCP2022_110720
source_15,JCP2022_110727
source_15,JCP2022_110751
source_15,JCP2022_110752
source_15,JCP2022_110771
source_15,JCP2022_110772
source_15,JCP2022_110788
source_15,JCP2022_110790
source_15,JCP2022_110811
source_15,JCP2022_110820
source_15,JCP2022_110821
source_15,JCP2022_110829
source_15,JCP2022_110841
source_15,JCP2022_110845
source_15,JCP2022_110852
source_15,JCP2022_110860
source_15,JCP2022_110869
source_15,JCP2022_110872
source_15,JCP2022_110882
source_15,JCP2022_110885
source_15,JCP2022_110890
source_15,JCP2022_110894
source_15,JCP2022_110902
source_15,JCP2022_110905
source_15,JCP2022_110920
source_15,JCP2022_110938
source_15,JCP2022_110941
source_15,JCP2022_110949
source_15,JCP2022_110953
source_15,JCP2022_110954
source_15,JCP2022_110958
source_15,JCP2022_110960
source_15,JCP2022_110961
source_15,JCP2022_110975
source_15,JCP2022_110977
source_15,JCP2022_110989
source_15,JCP2022_110990
source_15,JCP2022_110994
source_15,JCP2022_110996
source_15,JCP2022_111006
source_15,JCP2022_111007
source_15,JCP2022_111012
source_15,JCP2022_111027
source_15,JCP2022_111036
source_15,JCP2022_111041
source_15,JCP2022_111050
source_15,JCP2022_111056
source_15,JCP2022_111073
source_15,JCP2022_111075
source_15,JCP2022_111078
source_15,JCP2022_111094
source_15,JCP2022_111096
source_15,JCP2022_111099
source_15,JCP2022_111103
source_15,JCP2022_111118
source_15,JCP2022_111123
source_15,JCP2022_111124
source_15,JCP2022_111144
source_15,JCP2022_111173
source_15,JCP2022_111177
source_15,JCP2022_111178
source_15,JCP2022_111186
source_15,JCP2022_111191
source_15,JCP2022_111194
source_15,JCP2022_111203
source_15,JCP2022_111215
source_15,JCP2022_111231
source_15,JCP2022_111232
source_15,JCP2022_111246
source_15,JCP2022_111250
source_15,JCP2022_111255
source_15,JCP2022_111259
source_15,JCP2022_111265
source_15,JCP2022_111271
source_15,JCP2022_111287
source_15,JCP2022_111289
source_15,JCP2022_111305
source_15,JCP2022_111309
source_15,JCP2022_111317
source_15,JCP2022_111336
source_15,JCP2022_111343
source_15,JCP2022_111344
source_15,JCP2022_111352
source_15,JCP2022_111353
source_15,JCP2022_111362
source_15,JCP2022_111365
source_15,JCP2022_111381
source_15,JCP2022_111422
source_15,JCP2022_111434
source_15,JCP2022_111442
source_15,JCP2022_111443
source_15,JCP2022_111457
source_15,JCP2022_111461
source_15,JCP2022_111478
source_15,JCP2022_111481
source_15,JCP2022_111500
source_15,JCP2022_111513
source_15,JCP2022_111518
source_15,JCP2022_111519
source_15,JCP2022_111522
source_15,JCP2022_111535
source_15,JCP2022_111554
source_15,JCP2022_111558
source_15,JCP2022_111565
source_15,JCP2022_111571
source_15,JCP2022_111574
source_15,JCP2022_111582
source_15,JCP2022_111585
source_15,JCP2022_111591
source_15,JCP2022_111593
source_15,JCP2022_111612
source_15,JCP2022_111645
source_15,JCP2022_111646
source_15,JCP2022_111647
source_15,JCP2022_111648
source_15,JCP2022_111660
source_15,JCP2022_111678
source_15,JCP2022_111683
source_15,JCP2022_111685
source_15,JCP2022_111698
source_15,JCP2022_111705
source_15,JCP2022_111716
source_15,JCP2022_111717
source_15,JCP2022_111731
source_15,JCP2022_111732
source_15,JCP2022_111734
source_15,JCP2022_111745
source_15,JCP2022_111752
source_15,JCP2022_111756
source_15,JCP2022_111768
source_15,JCP2022_111775
source_15,JCP2022_111788
source_15,JCP2022_111790
source_15,JCP2022_111796
source_15,JCP2022_111805
source_15,JCP2022_111815
source_15,JCP2022_111822
source_15,JCP2022_111837
source_15,JCP2022_111840
source_15,JCP2022_111850
source_15,JCP2022_111864
source_15,JCP2022_111869
source_15,JCP2022_111878
source_15,JCP2022_111883
source_15,JCP2022_111918
source_15,JCP2022_111921
source_15,JCP2022_111932
source_15,JCP2022_111935
source_15,JCP2022_111938
source_15,JCP2022_111945
source_15,JCP2022_111949
source_15,JCP2022_111970
source_15,JCP2022_111980
source_15,JCP2022_111991
source_15,JCP2022_112000
source_15,JCP2022_112001
source_15,JCP2022_112007
source_15,JCP2022_112024
source_15,JCP2022_112036
source_15,JCP2022_112041
source_15,JCP2022_112043
source_15,JCP2022_112049
source_15,JCP2022_112079
source_15,JCP2022_112098
source_15,JCP2022_112117
source_15,JCP2022_112121
source_15,JCP2022_112123
source_15,JCP2022_112136
source_15,JCP2022_112163
source_15,JCP2022_112165
source_15,JCP2022_112167
source_15,JCP2022_112169
source_15,JCP2022_112207
source_15,JCP2022_112211
source_15,JCP2022_112212
source_15,JCP2022_112214
source_15,JCP2022_112258
source_15,JCP2022_112290
source_15,JCP2022_112311
source_15,JCP2022_112313
source_15,JCP2022_112314
source_15,JCP2022_112328
source_15,JCP2022_112332
source_15,JCP2022_112335
source_15,JCP2022_112345
source_15,JCP2022_112349
source_15,JCP2022_112359
source_15,JCP2022_112366
source_15,JCP2022_112372
source_15,JCP2022_112377
source_15,JCP2022_112381
source_15,JCP2022_112388
source_15,JCP2022_112391
source_15,JCP2022_112399
source_15,JCP2022_112432
source_15,JCP2022_112433
source_15,JCP2022_112444
source_15,JCP2022_112449
source_15,JCP2022_112450
source_15,JCP2022_112451
source_15,JCP2022_112464
source_15,JCP2022_112473
source_15,JCP2022_112474
source_15,JCP2022_112476
source_15,JCP2022_112480
source_15,JCP2022_112490
source_15,JCP2022_112500
source_15,JCP2022_112507
source_15,JCP2022_112509
source_15,JCP2022_112512
source_15,JCP2022_112519
source_15,JCP2022_112520
source_15,JCP2022_112522
source_15,JCP2022_112544
source_15,JCP2022_112560
source_15,JCP2022_112565
source_15,JCP2022_112567
source_15,JCP2022_112592
source_15,JCP2022_112593
source_15,JCP2022_112599
source_15,JCP2022_112606
source_15,JCP2022_112629
source_15,JCP2022_112633
source_15,JCP2022_112664
source_15,JCP2022_112667
source_15,JCP2022_112675
source_15,JCP2022_112678
source_15,JCP2022_112679
source_15,JCP2022_112689
source_15,JCP2022_112691
source_15,JCP2022_112703
source_15,JCP2022_112710
source_15,JCP2022_112714
source_15,JCP2022_112737
source_15,JCP2022_112743
source_15,JCP2022_112765
source_15,JCP2022_112769
source_15,JCP2022_112773
source_15,JCP2022_112774
source_15,JCP2022_112786
source_15,JCP2022_112788
source_15,JCP2022_112793
source_15,JCP2022_112795
source_15,JCP2022_112799
source_15,JCP2022_112807
source_15,JCP2022_112817
source_15,JCP2022_112819
source_15,JCP2022_112837
source_15,JCP2022_112844
source_15,JCP2022_112848
source_15,JCP2022_112853
source_15,JCP2022_112856
source_15,JCP2022_112858
source_15,JCP2022_112859
source_15,JCP2022_112879
source_15,JCP2022_112887
source_15,JCP2022_112890
source_15,JCP2022_112895
source_15,JCP2022_112908
source_15,JCP2022_112921
source_15,JCP2022_112942
source_15,JCP2022_112963
source_15,JCP2022_112967
source_15,JCP2022_112971
source_15,JCP2022_112992
source_15,JCP2022_113004
source_15,JCP2022_113008
source_15,JCP2022_113033
