Metadata_Compound_Source,Metadata_JCP2022
source_1,JCP2022_066587
source_1,JCP2022_066590
source_1,JCP2022_066600
source_1,JCP2022_066627
source_1,JCP2022_066641
source_1,JCP2022_066642
source_1,JCP2022_066649
source_1,JCP2022_066674
source_1,JCP2022_066684
source_1,JCP2022_066707
source_1,JCP2022_066710
source_1,JCP2022_066724
source_1,JCP2022_066728
source_1,JCP2022_066733
source_1,JCP2022_066739
source_1,JCP2022_066750
source_1,JCP2022_066751
source_1,JCP2022_066769
source_1,JCP2022_066773
source_1,JCP2022_066788
source_1,JCP2022_066826
source_1,JCP2022_066834
source_1,JCP2022_066844
source_1,JCP2022_066859
source_1,JCP2022_066867
source_1,JCP2022_066877
source_1,JCP2022_066879
source_1,JCP2022_066894
source_1,JCP2022_066911
source_1,JCP2022_066921
source_1,JCP2022_066931
source_1,JCP2022_066932
source_1,JCP2022_066937
source_1,JCP2022_066938
source_1,JCP2022_066945
source_1,JCP2022_066950
source_1,JCP2022_066978
source_1,JCP2022_066982
source_1,JCP2022_067002
source_1,JCP2022_067006
source_1,JCP2022_067013
source_1,JCP2022_067016
source_1,JCP2022_067026
source_1,JCP2022_067027
source_1,JCP2022_067042
source_1,JCP2022_067055
source_1,JCP2022_067058
source_1,JCP2022_067066
source_1,JCP2022_067069
source_1,JCP2022_067082
source_1,JCP2022_067084
source_1,JCP2022_067087
source_1,JCP2022_067097
source_1,JCP2022_067111
source_1,JCP2022_067114
source_1,JCP2022_067135
source_1,JCP2022_067139
source_1,JCP2022_067161
source_1,JCP2022_067165
source_1,JCP2022_067167
source_1,JCP2022_067177
source_1,JCP2022_067191
source_1,JCP2022_067192
source_1,JCP2022_067193
source_1,JCP2022_067201
source_1,JCP2022_067209
source_1,JCP2022_067233
source_1,JCP2022_067241
source_1,JCP2022_067266
source_1,JCP2022_067271
source_1,JCP2022_067278
source_1,JCP2022_067283
source_1,JCP2022_067293
source_1,JCP2022_067296
source_1,JCP2022_067301
source_1,JCP2022_067305
source_1,JCP2022_067306
source_1,JCP2022_067307
source_1,JCP2022_067314
source_1,JCP2022_067330
source_1,JCP2022_067331
source_1,JCP2022_067345
source_1,JCP2022_067355
source_1,JCP2022_067364
source_1,JCP2022_067376
source_1,JCP2022_067378
source_1,JCP2022_067385
source_1,JCP2022_067390
source_1,JCP2022_067401
source_1,JCP2022_067416
source_1,JCP2022_067429
source_1,JCP2022_067438
source_1,JCP2022_067447
source_1,JCP2022_067452
source_1,JCP2022_067459
source_1,JCP2022_067471
source_1,JCP2022_067515
source_1,JCP2022_067521
source_1,JCP2022_067524
source_1,JCP2022_067529
source_1,JCP2022_067538
source_1,JCP2022_067539
source_1,JCP2022_067540
source_1,JCP2022_067544
source_1,JCP2022_067555
source_1,JCP2022_067558
source_1,JCP2022_067564
source_1,JCP2022_067567
source_1,JCP2022_067599
source_1,JCP2022_067600
source_1,JCP2022_067604
source_1,JCP2022_067616
source_1,JCP2022_067623
source_1,JCP2022_067646
source_1,JCP2022_067653
source_1,JCP2022_067654
source_1,JCP2022_067661
source_1,JCP2022_067670
source_1,JCP2022_067677
source_1,JCP2022_067687
source_1,JCP2022_067688
source_1,JCP2022_067710
source_1,JCP2022_067717
source_1,JCP2022_067723
source_1,JCP2022_067725
source_1,JCP2022_067755
source_1,JCP2022_067765
source_1,JCP2022_067771
source_1,JCP2022_067776
source_1,JCP2022_067781
source_1,JCP2022_067790
source_1,JCP2022_067800
source_1,JCP2022_067808
source_1,JCP2022_067809
source_1,JCP2022_067817
source_1,JCP2022_067827
source_1,JCP2022_067841
source_1,JCP2022_067857
source_1,JCP2022_067878
source_1,JCP2022_067911
source_1,JCP2022_067916
source_1,JCP2022_067925
source_1,JCP2022_067927
source_1,JCP2022_067935
source_1,JCP2022_067938
source_1,JCP2022_067947
source_1,JCP2022_067948
source_1,JCP2022_067949
source_1,JCP2022_067950
source_1,JCP2022_067964
source_1,JCP2022_067966
source_1,JCP2022_067978
source_1,JCP2022_067986
source_1,JCP2022_067993
source_1,JCP2022_068003
source_1,JCP2022_068005
source_1,JCP2022_068007
source_1,JCP2022_068016
source_1,JCP2022_068018
source_1,JCP2022_068032
source_1,JCP2022_068035
source_1,JCP2022_068046
source_1,JCP2022_068049
source_1,JCP2022_068059
source_1,JCP2022_068062
source_1,JCP2022_068063
source_1,JCP2022_068087
source_1,JCP2022_068096
source_1,JCP2022_068099
source_1,JCP2022_068109
source_1,JCP2022_068117
source_1,JCP2022_068122
source_1,JCP2022_068131
source_1,JCP2022_068146
source_1,JCP2022_068149
source_1,JCP2022_068154
source_1,JCP2022_068157
source_1,JCP2022_068178
source_1,JCP2022_068206
source_1,JCP2022_068224
source_1,JCP2022_068228
source_1,JCP2022_068230
source_1,JCP2022_068236
source_1,JCP2022_068252
source_1,JCP2022_068260
source_1,JCP2022_068271
source_1,JCP2022_068279
source_1,JCP2022_068284
source_1,JCP2022_068288
source_1,JCP2022_068294
source_1,JCP2022_068296
source_1,JCP2022_068304
source_1,JCP2022_068305
source_1,JCP2022_068315
source_1,JCP2022_068320
source_1,JCP2022_068329
source_1,JCP2022_068330
source_1,JCP2022_068334
source_1,JCP2022_068340
source_1,JCP2022_068357
source_1,JCP2022_068360
source_1,JCP2022_068370
source_1,JCP2022_068376
source_1,JCP2022_068378
source_1,JCP2022_068401
source_1,JCP2022_068415
source_1,JCP2022_068425
source_1,JCP2022_068428
source_1,JCP2022_068429
source_1,JCP2022_068454
source_1,JCP2022_068468
source_1,JCP2022_068488
source_1,JCP2022_068493
source_1,JCP2022_068501
source_1,JCP2022_068506
source_1,JCP2022_068508
source_1,JCP2022_068517
source_1,JCP2022_068536
source_1,JCP2022_068541
source_1,JCP2022_068570
source_1,JCP2022_068574
source_1,JCP2022_068575
source_1,JCP2022_068578
source_1,JCP2022_068599
source_1,JCP2022_068604
source_1,JCP2022_068614
source_1,JCP2022_068619
source_1,JCP2022_068632
source_1,JCP2022_068642
source_1,JCP2022_068645
source_1,JCP2022_068652
source_1,JCP2022_068657
source_1,JCP2022_068659
source_1,JCP2022_068675
source_1,JCP2022_068681
source_1,JCP2022_068683
source_1,JCP2022_068686
source_1,JCP2022_068695
source_1,JCP2022_068700
source_1,JCP2022_068702
source_1,JCP2022_068707
source_1,JCP2022_068711
source_1,JCP2022_068716
source_1,JCP2022_068752
source_1,JCP2022_068760
source_1,JCP2022_068776
source_1,JCP2022_068778
source_1,JCP2022_068779
source_1,JCP2022_068781
source_1,JCP2022_068786
source_1,JCP2022_068790
source_1,JCP2022_068793
source_1,JCP2022_068827
source_1,JCP2022_068832
source_1,JCP2022_068861
source_1,JCP2022_068862
source_1,JCP2022_068882
source_1,JCP2022_068893
source_1,JCP2022_068895
source_1,JCP2022_068918
source_1,JCP2022_068925
source_1,JCP2022_068939
source_1,JCP2022_068959
source_1,JCP2022_068961
source_1,JCP2022_068965
source_1,JCP2022_068968
source_1,JCP2022_068988
source_1,JCP2022_068990
source_1,JCP2022_068999
source_1,JCP2022_069008
source_1,JCP2022_069010
source_1,JCP2022_069043
source_1,JCP2022_069048
source_1,JCP2022_069052
source_1,JCP2022_069058
source_1,JCP2022_069064
source_1,JCP2022_069076
source_1,JCP2022_069088
source_1,JCP2022_069090
source_1,JCP2022_069107
source_1,JCP2022_069113
source_1,JCP2022_069119
source_1,JCP2022_069122
source_1,JCP2022_069123
source_1,JCP2022_069127
source_1,JCP2022_069132
source_1,JCP2022_069134
source_1,JCP2022_069142
source_1,JCP2022_069148
source_1,JCP2022_069160
source_1,JCP2022_069171
source_1,JCP2022_069184
source_1,JCP2022_069199
source_1,JCP2022_069210
source_1,JCP2022_069213
source_1,JCP2022_069222
source_1,JCP2022_069223
source_1,JCP2022_069232
source_1,JCP2022_069239
source_1,JCP2022_069241
source_1,JCP2022_069244
source_1,JCP2022_069248
source_1,JCP2022_069253
source_1,JCP2022_069281
source_1,JCP2022_069294
source_1,JCP2022_069307
source_1,JCP2022_069333
source_1,JCP2022_069335
source_1,JCP2022_069339
source_1,JCP2022_069345
source_1,JCP2022_069350
source_1,JCP2022_069373
source_1,JCP2022_069378
source_1,JCP2022_069390
source_1,JCP2022_069397
source_1,JCP2022_069402
source_1,JCP2022_069465
source_1,JCP2022_069466
source_1,JCP2022_069493
source_1,JCP2022_069497
source_1,JCP2022_069504
source_1,JCP2022_069508
source_1,JCP2022_069517
source_1,JCP2022_069520
source_1,JCP2022_069521
source_1,JCP2022_069525
source_1,JCP2022_069532
source_1,JCP2022_069537
source_1,JCP2022_069543
source_1,JCP2022_069564
source_1,JCP2022_069567
source_1,JCP2022_069574
source_1,JCP2022_069575
source_1,JCP2022_069576
source_1,JCP2022_069587
source_1,JCP2022_069597
source_1,JCP2022_069599
source_1,JCP2022_069613
source_1,JCP2022_069620
source_1,JCP2022_069621
source_1,JCP2022_069627
source_1,JCP2022_069634
source_1,JCP2022_069662
source_1,JCP2022_069669
source_1,JCP2022_069680
source_1,JCP2022_069688
source_1,JCP2022_069692
source_1,JCP2022_069724
source_1,JCP2022_069728
source_1,JCP2022_069755
source_1,JCP2022_069759
source_1,JCP2022_069764
source_1,JCP2022_069784
source_1,JCP2022_069786
source_1,JCP2022_069791
source_1,JCP2022_069809
source_1,JCP2022_069817
source_1,JCP2022_069826
source_1,JCP2022_069842
source_1,JCP2022_069866
source_1,JCP2022_069881
source_1,JCP2022_069898
source_1,JCP2022_069917
source_1,JCP2022_069923
source_1,JCP2022_069930
source_1,JCP2022_069934
source_1,JCP2022_069936
source_1,JCP2022_069940
source_1,JCP2022_069942
source_1,JCP2022_069946
source_1,JCP2022_069967
source_1,JCP2022_069975
source_1,JCP2022_069978
source_1,JCP2022_069981
source_1,JCP2022_069986
source_1,JCP2022_069996
source_1,JCP2022_069998
source_1,JCP2022_070002
source_1,JCP2022_070003
source_1,JCP2022_070008
source_1,JCP2022_070009
source_1,JCP2022_070013
source_1,JCP2022_070017
source_1,JCP2022_070018
source_1,JCP2022_070032
source_1,JCP2022_070042
source_1,JCP2022_070047
source_1,JCP2022_070054
source_1,JCP2022_070055
source_1,JCP2022_070057
source_1,JCP2022_070061
source_1,JCP2022_070074
source_1,JCP2022_070076
source_1,JCP2022_070077
source_1,JCP2022_070089
source_1,JCP2022_070108
source_1,JCP2022_070109
source_1,JCP2022_070133
source_1,JCP2022_070137
source_1,JCP2022_070142
source_1,JCP2022_070145
source_1,JCP2022_070154
source_1,JCP2022_070159
source_1,JCP2022_070163
source_1,JCP2022_070168
source_1,JCP2022_070169
source_1,JCP2022_070170
source_1,JCP2022_070172
source_1,JCP2022_070175
source_1,JCP2022_070178
source_1,JCP2022_070179
source_1,JCP2022_070191
source_1,JCP2022_070205
source_1,JCP2022_070208
source_1,JCP2022_070211
source_1,JCP2022_070213
source_1,JCP2022_070216
source_1,JCP2022_070224
source_1,JCP2022_070234
source_1,JCP2022_070236
source_1,JCP2022_070238
source_1,JCP2022_070241
source_1,JCP2022_070260
source_1,JCP2022_070263
source_1,JCP2022_070269
source_1,JCP2022_070286
source_1,JCP2022_070291
source_1,JCP2022_070294
source_1,JCP2022_070300
source_1,JCP2022_070302
source_1,JCP2022_070310
source_1,JCP2022_070315
source_1,JCP2022_070324
source_1,JCP2022_070369
source_1,JCP2022_070372
source_1,JCP2022_070379
source_1,JCP2022_070413
source_1,JCP2022_070447
source_1,JCP2022_070459
source_1,JCP2022_070467
source_1,JCP2022_070474
source_1,JCP2022_070484
source_1,JCP2022_070485
source_1,JCP2022_070487
source_1,JCP2022_070498
source_1,JCP2022_070506
source_1,JCP2022_070523
source_1,JCP2022_070530
source_1,JCP2022_070534
source_1,JCP2022_070544
source_1,JCP2022_070589
source_1,JCP2022_070609
source_1,JCP2022_070613
source_1,JCP2022_070621
source_1,JCP2022_070622
source_1,JCP2022_070624
source_1,JCP2022_070625
source_1,JCP2022_070644
source_1,JCP2022_070649
source_1,JCP2022_070654
source_1,JCP2022_070685
source_1,JCP2022_070708
source_1,JCP2022_070714
source_1,JCP2022_070715
source_1,JCP2022_070717
source_1,JCP2022_070724
source_1,JCP2022_070738
source_1,JCP2022_070755
source_1,JCP2022_070764
source_1,JCP2022_070769
source_1,JCP2022_070773
source_1,JCP2022_070774
source_1,JCP2022_070784
source_1,JCP2022_070787
source_1,JCP2022_070791
source_1,JCP2022_070807
source_1,JCP2022_070813
source_1,JCP2022_070814
source_1,JCP2022_070815
source_1,JCP2022_070822
source_1,JCP2022_070840
source_1,JCP2022_070847
source_1,JCP2022_070848
source_1,JCP2022_070849
source_1,JCP2022_070850
source_1,JCP2022_070873
source_1,JCP2022_070874
source_1,JCP2022_070879
source_1,JCP2022_070882
source_1,JCP2022_070884
source_1,JCP2022_070912
source_1,JCP2022_070929
source_1,JCP2022_070932
source_1,JCP2022_070937
source_1,JCP2022_070945
source_1,JCP2022_070972
source_1,JCP2022_071004
source_1,JCP2022_071012
source_1,JCP2022_071015
source_1,JCP2022_071053
source_1,JCP2022_071057
source_1,JCP2022_071100
source_1,JCP2022_071109
source_1,JCP2022_071125
source_1,JCP2022_071137
source_1,JCP2022_071144
source_1,JCP2022_071146
source_1,JCP2022_071159
source_1,JCP2022_071174
source_1,JCP2022_071186
source_1,JCP2022_071195
source_1,JCP2022_071200
source_1,JCP2022_071221
source_1,JCP2022_071238
source_1,JCP2022_071251
source_1,JCP2022_071261
source_1,JCP2022_071269
source_1,JCP2022_071271
source_1,JCP2022_071289
source_1,JCP2022_071291
source_1,JCP2022_071293
source_1,JCP2022_071306
source_1,JCP2022_071315
source_1,JCP2022_071318
source_1,JCP2022_071341
source_1,JCP2022_071342
source_1,JCP2022_071347
source_1,JCP2022_071358
source_1,JCP2022_071368
source_1,JCP2022_071372
source_1,JCP2022_071391
source_1,JCP2022_071400
source_1,JCP2022_071401
source_1,JCP2022_071409
source_1,JCP2022_071426
source_1,JCP2022_071431
source_1,JCP2022_071433
source_1,JCP2022_071495
source_1,JCP2022_071506
source_1,JCP2022_071515
source_1,JCP2022_071522
source_1,JCP2022_071542
source_1,JCP2022_071543
source_1,JCP2022_071546
source_1,JCP2022_071547
source_1,JCP2022_071591
source_1,JCP2022_071593
source_1,JCP2022_071605
source_1,JCP2022_071627
source_1,JCP2022_071634
source_1,JCP2022_071641
source_1,JCP2022_071642
source_1,JCP2022_071643
source_1,JCP2022_071668
source_1,JCP2022_071676
source_1,JCP2022_071677
source_1,JCP2022_071679
source_1,JCP2022_071692
source_1,JCP2022_071693
source_1,JCP2022_071695
source_1,JCP2022_071716
source_1,JCP2022_071729
source_1,JCP2022_071742
source_1,JCP2022_071748
source_1,JCP2022_071766
source_1,JCP2022_071773
source_1,JCP2022_071791
source_1,JCP2022_071829
source_1,JCP2022_071830
source_1,JCP2022_071849
source_1,JCP2022_071869
source_1,JCP2022_071885
source_1,JCP2022_071895
source_1,JCP2022_071925
source_1,JCP2022_071930
source_1,JCP2022_071936
source_1,JCP2022_071939
source_1,JCP2022_071944
source_1,JCP2022_071960
source_1,JCP2022_071969
source_1,JCP2022_071971
source_1,JCP2022_071973
source_1,JCP2022_071989
source_1,JCP2022_071992
source_1,JCP2022_072008
source_1,JCP2022_072019
source_1,JCP2022_072033
source_1,JCP2022_072044
source_1,JCP2022_072045
source_1,JCP2022_072050
source_1,JCP2022_072061
source_1,JCP2022_072083
source_1,JCP2022_072092
source_1,JCP2022_072103
source_1,JCP2022_072106
source_1,JCP2022_072120
source_1,JCP2022_072140
source_1,JCP2022_072142
source_1,JCP2022_072145
source_1,JCP2022_072153
source_1,JCP2022_072154
source_1,JCP2022_072156
source_1,JCP2022_072161
source_1,JCP2022_072162
source_1,JCP2022_072163
source_1,JCP2022_072166
source_1,JCP2022_072205
source_1,JCP2022_072216
source_1,JCP2022_072251
source_1,JCP2022_072256
source_1,JCP2022_072262
source_1,JCP2022_072264
source_1,JCP2022_072265
source_1,JCP2022_072279
source_1,JCP2022_072309
source_1,JCP2022_072310
source_1,JCP2022_072311
source_1,JCP2022_072312
source_1,JCP2022_072313
source_1,JCP2022_072317
source_1,JCP2022_072321
source_1,JCP2022_072329
source_1,JCP2022_072338
source_1,JCP2022_072395
source_1,JCP2022_072397
source_1,JCP2022_072399
source_1,JCP2022_072404
source_1,JCP2022_072407
source_1,JCP2022_072425
source_1,JCP2022_072430
source_1,JCP2022_072433
source_1,JCP2022_072435
source_1,JCP2022_072440
source_1,JCP2022_072451
source_1,JCP2022_072466
source_1,JCP2022_072470
source_1,JCP2022_072472
source_1,JCP2022_072479
source_1,JCP2022_072490
source_1,JCP2022_072491
source_1,JCP2022_072497
source_1,JCP2022_072500
source_1,JCP2022_072501
source_1,JCP2022_072505
source_1,JCP2022_072514
source_1,JCP2022_072549
source_1,JCP2022_072550
source_1,JCP2022_072557
source_1,JCP2022_072562
source_1,JCP2022_072578
source_1,JCP2022_072583
source_1,JCP2022_072602
source_1,JCP2022_072604
source_1,JCP2022_072611
source_1,JCP2022_072636
source_1,JCP2022_072678
source_1,JCP2022_072702
source_1,JCP2022_072703
source_1,JCP2022_072705
source_1,JCP2022_072713
source_1,JCP2022_072733
source_1,JCP2022_072744
source_1,JCP2022_072746
source_1,JCP2022_072748
source_1,JCP2022_072754
source_1,JCP2022_072761
source_1,JCP2022_072766
source_1,JCP2022_072773
source_1,JCP2022_072783
source_1,JCP2022_072789
source_1,JCP2022_072796
source_1,JCP2022_072797
source_1,JCP2022_072799
source_1,JCP2022_072800
source_1,JCP2022_072807
source_1,JCP2022_072815
source_1,JCP2022_072827
source_1,JCP2022_072837
source_1,JCP2022_072840
source_1,JCP2022_072846
source_1,JCP2022_072847
source_1,JCP2022_072859
source_1,JCP2022_072866
source_1,JCP2022_072876
source_1,JCP2022_072897
source_1,JCP2022_072913
source_1,JCP2022_072927
source_1,JCP2022_072934
source_1,JCP2022_072954
source_1,JCP2022_072968
source_1,JCP2022_072985
source_1,JCP2022_072988
source_1,JCP2022_072989
source_1,JCP2022_072992
source_1,JCP2022_073005
source_1,JCP2022_073031
source_1,JCP2022_073038
source_1,JCP2022_073039
source_1,JCP2022_073090
source_1,JCP2022_073099
source_1,JCP2022_073107
source_1,JCP2022_073124
source_1,JCP2022_073127
source_1,JCP2022_073137
source_1,JCP2022_073139
source_1,JCP2022_073144
source_1,JCP2022_073165
source_1,JCP2022_073172
source_1,JCP2022_073188
source_1,JCP2022_073199
source_1,JCP2022_073207
source_1,JCP2022_073223
source_1,JCP2022_073225
source_1,JCP2022_073229
source_1,JCP2022_073238
source_1,JCP2022_073241
source_1,JCP2022_073271
source_1,JCP2022_073278
source_1,JCP2022_073287
source_1,JCP2022_073312
source_1,JCP2022_073315
source_1,JCP2022_073329
source_1,JCP2022_073331
source_1,JCP2022_073340
source_1,JCP2022_073344
source_1,JCP2022_073346
source_1,JCP2022_073347
source_1,JCP2022_073353
source_1,JCP2022_073356
source_1,JCP2022_073365
source_1,JCP2022_073391
source_1,JCP2022_073409
source_1,JCP2022_073432
source_1,JCP2022_073434
source_1,JCP2022_073436
source_1,JCP2022_073450
source_1,JCP2022_073456
source_1,JCP2022_073465
source_1,JCP2022_073467
source_1,JCP2022_073491
source_1,JCP2022_073495
source_1,JCP2022_073496
source_1,JCP2022_073510
source_1,JCP2022_073514
source_1,JCP2022_073518
source_1,JCP2022_073521
source_1,JCP2022_073523
source_1,JCP2022_073526
source_1,JCP2022_073528
source_1,JCP2022_073535
source_1,JCP2022_073544
source_1,JCP2022_073551
source_1,JCP2022_073565
source_1,JCP2022_073568
source_1,JCP2022_073585
source_1,JCP2022_073595
source_1,JCP2022_073607
source_1,JCP2022_073632
source_1,JCP2022_073642
source_1,JCP2022_073646
source_1,JCP2022_073662
source_1,JCP2022_073666
source_1,JCP2022_073672
source_1,JCP2022_073680
source_1,JCP2022_073710
source_1,JCP2022_073723
source_1,JCP2022_073756
source_1,JCP2022_073764
source_1,JCP2022_073772
source_1,JCP2022_073787
source_1,JCP2022_073792
source_1,JCP2022_073806
source_1,JCP2022_073814
source_1,JCP2022_073826
source_1,JCP2022_073828
source_1,JCP2022_073856
source_1,JCP2022_073867
source_1,JCP2022_073873
source_1,JCP2022_073875
source_1,JCP2022_073876
source_1,JCP2022_073917
source_1,JCP2022_073921
source_1,JCP2022_073924
source_1,JCP2022_073931
source_1,JCP2022_073932
source_1,JCP2022_073966
source_1,JCP2022_073974
source_1,JCP2022_073981
source_1,JCP2022_074006
source_1,JCP2022_074014
source_1,JCP2022_074034
source_1,JCP2022_074042
source_1,JCP2022_074045
source_1,JCP2022_074047
source_1,JCP2022_074065
source_1,JCP2022_074076
source_1,JCP2022_074082
source_1,JCP2022_074089
source_1,JCP2022_074091
source_1,JCP2022_074103
source_1,JCP2022_074112
source_1,JCP2022_074117
source_1,JCP2022_074127
source_1,JCP2022_074150
source_1,JCP2022_074161
source_1,JCP2022_074163
source_1,JCP2022_074204
source_1,JCP2022_074205
source_1,JCP2022_074206
source_1,JCP2022_074209
source_1,JCP2022_074214
source_1,JCP2022_074225
source_1,JCP2022_074228
source_1,JCP2022_074235
source_1,JCP2022_074236
source_1,JCP2022_074237
source_1,JCP2022_074238
source_1,JCP2022_074242
source_1,JCP2022_074244
source_1,JCP2022_074254
source_1,JCP2022_074255
source_1,JCP2022_074261
source_1,JCP2022_074269
source_1,JCP2022_074279
source_1,JCP2022_074289
source_1,JCP2022_074294
source_1,JCP2022_074296
source_1,JCP2022_074330
source_1,JCP2022_074333
source_1,JCP2022_074342
source_1,JCP2022_074347
source_1,JCP2022_074352
source_1,JCP2022_074359
source_1,JCP2022_074366
source_1,JCP2022_074368
source_1,JCP2022_074371
source_1,JCP2022_074385
source_1,JCP2022_074403
source_1,JCP2022_074409
source_1,JCP2022_074416
source_1,JCP2022_074419
source_1,JCP2022_074423
source_1,JCP2022_074434
source_1,JCP2022_074451
source_1,JCP2022_074457
source_1,JCP2022_074486
source_1,JCP2022_074513
source_1,JCP2022_074515
source_1,JCP2022_074522
source_1,JCP2022_074531
source_1,JCP2022_074545
source_1,JCP2022_074550
source_1,JCP2022_074564
source_1,JCP2022_074573
source_1,JCP2022_074596
source_1,JCP2022_074613
source_1,JCP2022_074634
source_1,JCP2022_074640
source_1,JCP2022_074644
source_1,JCP2022_074646
source_1,JCP2022_074655
source_1,JCP2022_074660
source_1,JCP2022_074674
source_1,JCP2022_074681
source_1,JCP2022_074685
source_1,JCP2022_074687
source_1,JCP2022_074688
source_1,JCP2022_074732
source_1,JCP2022_074743
source_1,JCP2022_074744
source_1,JCP2022_074746
source_1,JCP2022_074757
source_1,JCP2022_074762
source_1,JCP2022_074763
source_1,JCP2022_074769
source_1,JCP2022_074773
source_1,JCP2022_074775
source_1,JCP2022_074781
source_1,JCP2022_074806
source_1,JCP2022_074812
source_1,JCP2022_074817
source_1,JCP2022_074824
source_1,JCP2022_074826
source_1,JCP2022_074836
source_1,JCP2022_074841
source_1,JCP2022_074844
source_1,JCP2022_074848
source_1,JCP2022_074870
source_1,JCP2022_074883
source_1,JCP2022_074901
source_1,JCP2022_074903
source_1,JCP2022_074907
source_1,JCP2022_074911
source_1,JCP2022_074918
source_1,JCP2022_074930
source_1,JCP2022_074934
source_1,JCP2022_074943
source_1,JCP2022_075001
source_1,JCP2022_075004
source_1,JCP2022_075079
source_1,JCP2022_075080
source_1,JCP2022_075083
source_1,JCP2022_075091
source_1,JCP2022_075096
source_1,JCP2022_075104
source_1,JCP2022_075107
source_1,JCP2022_075116
source_1,JCP2022_075117
source_1,JCP2022_075119
source_1,JCP2022_075124
source_1,JCP2022_075126
source_1,JCP2022_075129
source_1,JCP2022_075131
source_1,JCP2022_075136
source_1,JCP2022_075164
source_1,JCP2022_075180
source_1,JCP2022_075184
source_1,JCP2022_075190
source_1,JCP2022_075200
source_1,JCP2022_075206
source_1,JCP2022_075218
source_1,JCP2022_075255
source_1,JCP2022_075261
source_1,JCP2022_075281
source_1,JCP2022_075285
source_1,JCP2022_075294
source_1,JCP2022_075295
source_1,JCP2022_075351
source_1,JCP2022_075353
source_1,JCP2022_075357
source_1,JCP2022_075359
source_1,JCP2022_075360
source_1,JCP2022_075363
source_1,JCP2022_075384
source_1,JCP2022_075386
source_1,JCP2022_075389
source_1,JCP2022_075402
source_1,JCP2022_075430
source_1,JCP2022_075432
source_1,JCP2022_075463
source_1,JCP2022_075507
source_1,JCP2022_075518
source_1,JCP2022_075524
source_1,JCP2022_075528
source_1,JCP2022_075537
source_1,JCP2022_075546
source_1,JCP2022_075588
source_1,JCP2022_075589
source_1,JCP2022_075609
source_1,JCP2022_075622
source_1,JCP2022_075638
source_1,JCP2022_075639
source_1,JCP2022_075641
source_1,JCP2022_075660
source_1,JCP2022_075667
source_1,JCP2022_075688
source_1,JCP2022_075709
source_1,JCP2022_075744
source_1,JCP2022_075755
source_1,JCP2022_075785
source_1,JCP2022_075793
source_1,JCP2022_075822
source_1,JCP2022_075828
source_1,JCP2022_075832
source_1,JCP2022_075853
source_1,JCP2022_075875
source_1,JCP2022_075892
source_1,JCP2022_075905
source_1,JCP2022_075911
source_1,JCP2022_075915
source_1,JCP2022_075920
source_1,JCP2022_075934
source_1,JCP2022_075935
source_1,JCP2022_075941
source_1,JCP2022_075966
source_1,JCP2022_075973
source_1,JCP2022_075974
source_1,JCP2022_075979
source_1,JCP2022_075997
source_1,JCP2022_076009
source_1,JCP2022_076010
source_1,JCP2022_076011
source_1,JCP2022_076012
source_1,JCP2022_076022
source_1,JCP2022_076047
source_1,JCP2022_076048
source_1,JCP2022_076053
source_1,JCP2022_076055
source_1,JCP2022_076072
source_1,JCP2022_076074
source_1,JCP2022_076075
source_1,JCP2022_076081
source_1,JCP2022_076090
source_1,JCP2022_076094
source_1,JCP2022_076100
source_1,JCP2022_076109
source_1,JCP2022_076112
source_1,JCP2022_076135
source_1,JCP2022_076140
source_1,JCP2022_076148
source_1,JCP2022_076151
source_1,JCP2022_076171
source_1,JCP2022_076173
source_1,JCP2022_076188
source_1,JCP2022_076195
source_1,JCP2022_076202
source_1,JCP2022_076203
source_1,JCP2022_076205
source_1,JCP2022_076213
source_1,JCP2022_076220
source_1,JCP2022_076231
source_1,JCP2022_076245
source_1,JCP2022_076246
source_1,JCP2022_076247
source_1,JCP2022_076251
source_1,JCP2022_076253
source_1,JCP2022_076255
source_1,JCP2022_076257
source_1,JCP2022_076281
source_1,JCP2022_076283
source_1,JCP2022_076286
source_1,JCP2022_076290
source_1,JCP2022_076291
source_1,JCP2022_076297
source_1,JCP2022_076299
source_1,JCP2022_076302
source_1,JCP2022_076308
source_1,JCP2022_076318
source_1,JCP2022_076337
source_1,JCP2022_076345
source_1,JCP2022_076351
source_1,JCP2022_076356
source_1,JCP2022_076365
source_1,JCP2022_076366
source_1,JCP2022_076371
source_1,JCP2022_076377
source_1,JCP2022_076378
source_1,JCP2022_076403
source_1,JCP2022_076409
source_1,JCP2022_076413
source_1,JCP2022_076432
source_1,JCP2022_076438
source_1,JCP2022_076446
source_1,JCP2022_076470
source_1,JCP2022_076485
source_1,JCP2022_076508
source_1,JCP2022_076510
source_1,JCP2022_076522
source_1,JCP2022_076540
source_1,JCP2022_076550
source_1,JCP2022_076555
source_1,JCP2022_076562
source_1,JCP2022_076599
source_1,JCP2022_076600
source_1,JCP2022_076601
source_1,JCP2022_076607
source_1,JCP2022_076619
source_1,JCP2022_076629
source_1,JCP2022_076633
source_1,JCP2022_076636
source_1,JCP2022_076652
source_1,JCP2022_076653
source_1,JCP2022_076656
source_1,JCP2022_076657
source_1,JCP2022_076682
source_1,JCP2022_076684
source_1,JCP2022_076687
source_1,JCP2022_076693
source_1,JCP2022_076705
source_1,JCP2022_076710
source_1,JCP2022_076721
source_1,JCP2022_076725
source_1,JCP2022_076743
source_1,JCP2022_076752
source_1,JCP2022_076758
